,Price,Zip,Longitude,Latitude,Acres,Tax,Year_built,Bedrooms,Bathrooms,Sqrt_ft,Garage,Kitchen,Fire_places,Floor,HOA
4371,564945.0,85658,-111.054745,32.4347,0.88,1439.05,2014,4,4.0,3595.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile",60.0
4372,540000.0,85712,-110.886626,32.262909,0.26,6036.2,2001,4,4.0,2888.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Other",183.0
4373,549000.0,85739,-110.868656,32.539651,0.19,3938.7,1999,4,3.0,3511.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",199.0
4374,526000.0,85623,-110.926011,32.57944,0.21,3366.76,2013,2,4.0,2380.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",168.0
4375,560000.0,85745,-111.042673,32.217593,0.58,5137.5,1999,3,4.0,3204.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone",40.0
4377,567500.0,85750,-110.827525,32.294714,0.18,1650.83,2017,4,4.0,3556.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Quartz, Missing: Refrigerator",1.0,"Carpet, Other: Porcelain Tile",35.0
4378,564173.0,85658,-111.053097,32.426893,0.8,1519.42,2016,4,4.0,3595.0,4.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile",60.0
4379,550000.0,85715,-110.83687,32.25853,0.21,4290.0,2006,4,2.0,3078.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile, Wood",99.0
4380,575000.0,85745,-110.985809,32.218848,0.06,682.0,2013,3,3.0,2300.0,2.0,"Refrigerator, Microwave, Oven",0.0,"Concrete, Wood",99.0
4381,565000.0,85750,-110.869796,32.287197,1.16,4671.0,1991,4,3.0,3008.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile",21.0
4382,525000.0,85619,-110.753947,32.444615,0.39,7185.65,2006,3,3.0,2020.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Other",25.0
4383,565000.0,85755,-110.985,32.436738,0.75,5095.0,2001,4,3.0,2983.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",30.0
4384,557000.0,85750,-110.832565,32.298975,0.17,3915.0,2000,4,3.0,2954.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Concrete",70.0
4385,560000.0,85749,-110.696276,32.244158,3.8,4253.0,1985,4,3.0,2884.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Other",21.0
4386,562000.0,85745,-111.063893,32.244079,2.91,6284.93,1997,5,4.0,4330.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete",0.0
4387,375000.0,85750,-110.833368,32.320392,0.48,6366.6,1990,4,3.0,3034.0,2.0,Dishwasher,2.0,"Carpet, Natural Stone",109.0
4388,575000.0,85750,-110.857761,32.322797,0.37,4143.87,1989,5,3.0,3248.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Natural Stone, Wood",38.0
4389,530000.0,85739,-110.890667,32.522477,0.18,4479.08,2010,3,2.0,2766.0,2.5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",140.0
4390,550000.0,85718,-110.904245,32.331511,0.89,4358.19,1967,3,3.0,2891.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Concrete",0.0
4392,525000.0,85704,-110.961485,32.365791,1.0,4489.67,2013,3,4.0,3436.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Natural Stone",0.0
4393,550000.0,85742,-111.021448,32.349293,0.89,4562.89,2001,4,3.0,3310.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete",10.0
4394,540000.0,85750,-110.821082,32.270439,1.01,6101.67,1993,5,3.0,3363.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",5.0
4395,535000.0,85718,-110.878419,32.329179,1.09,3553.0,1974,2,2.0,2356.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",215.0
4396,575000.0,85737,-110.971373,32.417963,1.6,6689.29,2002,5,4.0,3425.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",23.0
4397,525000.0,85749,-110.796466,32.253465,0.49,5493.16,1998,4,5.0,3089.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Wood, Other",149.0
4398,560000.0,85749,-110.732112,32.262237,1.37,4093.52,1993,4,4.0,3734.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile, Concrete, Wood, Other",0.0
4399,525000.0,85718,-110.895941,32.333171,0.94,4929.7,1971,5,7.0,4179.0,4.0,"Dishwasher, Refrigerator, Oven",2.0,"Ceramic Tile, Mexican Tile, Natural Stone",0.0
4400,550000.0,85716,-110.924653,32.225952,0.48,7885.0,1981,4,4.0,3842.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",4.0,"Carpet, Ceramic Tile",0.0
4401,575000.0,85749,-110.791543,32.305584,0.91,7270.0,2007,5,4.0,3824.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,Concrete,28.0
4402,565000.0,85745,-110.986049,32.219343,0.06,3565.48,2008,4,4.0,2651.0,2.0,"Dishwasher, Refrigerator, Oven",2.0,"Concrete, Wood",100.0
4403,550000.0,85750,-110.852993,32.285254,0.17,3737.15,1984,3,2.0,2429.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Mexican Tile, Other",104.0
4404,477000.0,85745,-111.037016,32.197769,0.55,1376.62,2014,3,3.0,2906.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",58.0
4405,555000.0,85749,-110.703342,32.249229,4.04,4647.0,1993,5,3.0,3349.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",1.0,"Carpet, Ceramic Tile",20.0
4406,575000.0,85750,-110.853007,32.305175,0.23,3924.0,1988,3,2.0,2614.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",125.0
4407,550000.0,85641,-110.660757,32.08019,1.79,6356.0,2008,4,4.0,3350.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",12.0
4408,560000.0,85719,-110.954808,32.260004,0.29,3753.33,2007,3,3.0,2297.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,Concrete,0.0
4409,533000.0,85750,-110.87353,32.327573,0.21,4570.96,1988,3,3.0,2162.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Mexican Tile,219.0
4410,575000.0,85755,-110.991338,32.428438,0.84,5377.5,2004,4,4.0,2868.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",79.0
4411,565000.0,85737,-110.986712,32.382643,0.84,6832.63,1990,5,4.0,3820.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile",9.0
4413,555000.0,85745,-111.071807,32.235166,0.82,6290.72,1995,4,4.0,4153.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Ceramic Tile, Concrete",0.0
4414,556000.0,85750,-110.869568,32.332582,0.47,6364.0,1993,3,3.0,3052.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",267.0
4415,540000.0,85750,-110.863952,32.282899,0.84,5685.0,1992,3,3.0,4201.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",0.0
4416,565000.0,85719,-110.954381,32.26025,0.23,3812.94,2008,3,3.0,2297.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,Concrete,0.0
4417,560000.0,85755,-110.990471,32.457296,0.21,5858.99,2001,2,3.0,2549.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,124.0
4418,520000.0,85658,-111.054774,32.417042,0.18,5696.92,2008,3,3.0,2492.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Concrete,43.0
4419,555000.0,85704,-110.980306,32.32913,1.32,5250.0,1984,4,3.0,3106.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",62.0
4420,572500.0,85749,-110.74583,32.258614,0.91,4522.83,2006,4,4.0,3277.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,Ceramic Tile,73.0
4421,505000.0,85718,-110.917049,32.280192,6.07,4521.0,1979,4,4.0,3418.0,2.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile, Concrete",0.0
4423,560000.0,85718,-110.939003,32.314656,1.52,3988.37,1972,4,3.0,2655.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Ceramic Tile,50.0
4424,565000.0,85750,-110.868453,32.278624,0.53,5294.61,1988,4,4.0,4278.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Ceramic Tile, Other",15.0
4425,550000.0,85718,-110.880307,32.329523,0.84,4460.62,1965,4,3.0,2779.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",258.0
4426,558000.0,85739,-110.859366,32.529034,0.21,4074.0,2004,3,3.0,3321.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",199.0
4427,526000.0,85749,-110.7055,32.268127,2.66,5808.63,1987,4,3.0,3259.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Mexican Tile",120.0
4428,580000.0,85748,-110.739074,32.23334,3.31,4827.32,1998,3,4.0,3370.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,Ceramic Tile,0.0
4430,573500.0,85718,-110.939461,32.343137,0.84,5606.77,1982,3,3.0,2977.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Mexican Tile",100.0
4431,450000.0,85623,-110.748918,32.607905,2.21,2408.0,1996,3,3.0,2344.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",0.0
4432,560000.0,85658,-111.072244,32.432778,0.21,6304.0,2007,4,3.0,2670.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",40.0
4433,562700.0,85755,-110.979037,32.436684,0.39,5610.24,2004,4,3.0,3263.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",25.0
4434,555000.0,85712,-110.8911,32.259093,0.19,4056.74,2007,3,3.0,2375.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,Concrete,0.0
4435,550000.0,85750,-110.865166,32.299459,0.63,4782.62,1987,4,3.0,3229.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,Other,33.0
4436,550000.0,85745,-111.073119,32.244449,1.16,4787.44,1979,2,3.0,3163.0,2.0,"Dishwasher, Refrigerator, Microwave",2.0,Mexican Tile,0.0
4437,535000.0,85743,-111.117344,32.333579,4.94,5426.0,1984,6,5.0,4954.0,5.0,"Garbage Disposal, Refrigerator",3.0,"Carpet, Wood",0.0
4438,575000.0,85737,-110.992571,32.400435,1.5,7353.81,1998,4,4.0,3493.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",3.0,"Carpet, Ceramic Tile",54.0
4439,525000.0,85718,-110.933941,32.339713,0.89,5940.0,1994,4,4.0,3070.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Mexican Tile",111.0
4441,525000.0,85730,-110.760365,32.166629,1.24,7833.0,2003,4,3.0,4513.0,6.0,"Dishwasher, Garbage Disposal, Oven",2.0,"Carpet, Ceramic Tile",40.0
4442,530000.0,85718,-110.944388,32.307065,1.38,4440.0,1972,4,3.0,3252.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",7.0
4443,575000.0,85658,-111.07361,32.43256,0.21,5713.94,2006,5,3.0,3458.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",57.0
4444,537500.0,85750,-110.823026,32.281688,0.68,5945.0,2003,4,4.0,3324.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",110.0
4445,547000.0,85641,-110.670523,32.101086,1.7,6962.78,2005,4,3.0,3384.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,Ceramic Tile,65.0
4446,550000.0,85718,-110.905723,32.322266,0.55,4582.0,1994,3,3.0,2741.0,3.0,"Dishwasher, Microwave, Oven",2.0,"Carpet, Ceramic Tile",123.0
4447,565000.0,85718,-110.908554,32.318525,0.17,3850.0,1992,3,3.0,2409.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Other",294.0
4448,530000.0,85743,-111.093134,32.325606,3.25,6253.0,2004,3,3.0,3070.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Ceramic Tile,0.0
4449,540000.0,85750,-110.828641,32.320445,1.12,5044.0,1988,3,2.0,2737.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Concrete, Mexican Tile",81.0
4450,490000.0,85749,-110.751877,32.26624,3.65,3588.0,1971,5,4.0,3209.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",3.0,"Ceramic Tile, Wood",0.0
4451,548000.0,85704,-110.964778,32.338116,0.65,3227.52,1987,4,3.0,3508.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Natural Stone",0.0
4452,510000.0,85718,-110.950974,32.317155,0.74,3964.0,1984,4,3.0,2798.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",4.0
4453,544000.0,85749,-110.725825,32.30026,3.3,5169.0,2006,3,3.0,3003.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Concrete,150.0
4454,535000.0,85749,-110.776921,32.294407,1.18,5155.0,2007,3,3.0,2650.0,6.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",0.0
4456,570000.0,85750,-110.830734,32.316527,1.06,5404.0,1987,3,4.0,3160.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",81.0
4457,560000.0,85739,-110.861078,32.536008,0.2,3511.0,2004,3,3.0,2668.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",193.0
4458,575000.0,85718,-110.943617,32.317116,1.29,3788.0,1975,3,3.0,2766.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Natural Stone,16.0
4460,575000.0,85755,-110.984533,32.435298,1.14,5002.56,2002,4,3.0,3196.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Natural Stone",35.0
4461,560000.0,85718,-110.951987,32.317175,0.64,6124.24,1986,4,4.0,3752.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile",52.0
4462,558000.0,85750,-110.874143,32.325089,0.48,5995.56,1993,4,4.0,3104.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Natural Stone, Wood",100.0
4463,550000.0,85739,-110.906233,32.515303,0.19,2830.6,2008,3,4.0,2474.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless",0.0,"Ceramic Tile, Vinyl",165.0
4464,545000.0,85749,-110.720577,32.299329,4.11,4776.97,2002,3,3.0,3556.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,Natural Stone,0.0
4465,550000.0,85742,-111.018963,32.39195,1.6,5446.0,2006,4,3.0,2810.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",56.0
4466,581797.0,85718,-110.92652,32.310415,1.47,3918.66,1959,3,4.0,2696.0,1.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Mexican Tile,4.0
4467,550000.0,85641,-110.6639,32.080796,1.91,6863.76,2006,4,3.0,3415.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator",2.0,"Carpet, Natural Stone",12.0
4468,540000.0,85739,-110.890917,32.5336,0.21,4412.96,2001,3,3.0,2894.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",165.0
4469,537000.0,85749,-110.781715,32.27837,1.0,4492.16,1994,4,3.0,2904.0,3.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",60.0
4470,572283.0,85745,-111.037382,32.198532,0.75,1283.36,2017,4,4.0,2530.0,3.0,"Garbage Disposal, Pantry: Closet, Appliance Color: Stainless, Countertops: granite",0.0,"Carpet, Ceramic Tile",47.0
4471,525000.0,85737,-110.973782,32.384821,1.03,5892.79,1991,4,3.0,3280.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Mexican Tile",0.0
4472,562000.0,85704,-110.968683,32.348978,1.03,4725.98,1961,5,3.0,3419.0,2.5,"Dishwasher, Double Sink, Garbage Disposal, Lazy Susan, Refrigerator, Appliance Color: Black",2.0,Concrete,0.0
4473,534690.0,85749,-110.784706,32.306199,0.76,8388.89,2014,4,3.0,2780.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Ceramic Tile",183.0
4474,500000.0,85745,-111.051359,32.264871,1.11,6170.99,2005,4,4.0,3770.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Countertops: Granite",2.0,"Carpet, Ceramic Tile",80.0
4476,560000.0,85737,-110.950266,32.384514,1.38,6715.97,1998,4,3.0,2854.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Ceramic Tile, Natural Stone, Wood",73.0
4477,525000.0,85718,-110.896488,32.315889,1.52,4909.0,1987,3,2.0,2675.0,2.0,"Dishwasher, Garbage Disposal",1.0,Ceramic Tile,110.0
4478,556950.0,85749,-110.787885,32.304496,0.36,5519.46,1998,3,3.0,2890.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Double",1.0,"Carpet, Ceramic Tile",112.0
4479,565000.0,85743,-111.090181,32.314732,3.4,7740.11,2002,5,3.0,3192.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Countertops: Granite",2.0,Ceramic Tile,26.0
4480,500000.0,85718,-110.877084,32.297143,1.89,6613.57,1994,3,4.0,3908.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: New. Quartz, Microwave: New, Oven: New. Gas Range",2.0,Ceramic Tile,0.0
4481,560000.0,85718,-110.876607,32.325477,0.91,6347.04,1974,4,4.0,3133.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Natural Stone",258.0
4484,545000.0,85750,-110.87353,32.327581,0.21,5322.26,1988,3,3.0,2162.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Yes",1.0,"Ceramic Tile, Mexican Tile",240.0
4485,540000.0,85745,-111.040534,32.213907,0.47,5774.52,2002,3,4.0,3091.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Black, Countertops: Granite",1.0,"Carpet, Natural Stone, Wood",24.0
4486,555000.0,85750,-110.869859,32.314103,0.69,4326.92,1975,3,2.0,2479.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .",0.0,"Carpet, Ceramic Tile",44.0
4488,570000.0,85750,-110.81205,32.280014,0.46,4266.13,1980,4,4.0,3129.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Quartz & Granite, Microwave: Drawer in Island, Oven: Duel Fuel",3.0,"Carpet, Ceramic Tile, Other: NEW Plank Tile",70.0
4489,570000.0,85750,-110.85431,32.301308,0.29,5392.17,1990,3,2.0,2864.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Closet, Refrigerator",1.0,Ceramic Tile,154.0
4490,548000.0,85749,-110.806255,32.264654,0.81,5518.16,2000,4,3.0,3061.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Granite Tile",2.0,"Carpet, Ceramic Tile",105.0
4491,560000.0,85750,-110.851251,32.277008,0.81,7122.93,1993,3,4.0,3156.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Ceramic Tile",0.0
4492,575000.0,85749,-110.735536,32.26233,1.13,5524.41,2006,5,4.0,3453.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Profile GE, Oven: Profile GE",1.0,"Carpet, Ceramic Tile",0.0
4493,546000.0,85755,-110.986124,32.444798,0.23,1288.81,2016,4,3.0,2625.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double w/Convection",0.0,Ceramic Tile,135.0
4494,550000.0,85743,-111.104319,32.332985,3.34,6842.67,2005,4,4.0,3142.0,3.0,"Double Sink, Garbage Disposal, Gas Range, Refrigerator",2.0,"Carpet, Ceramic Tile",0.0
4495,560000.0,85718,-110.901601,32.291182,3.3,5201.63,1962,4,3.0,2948.0,4.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Oven: Oven",3.0,"Carpet, Mexican Tile, Wood",5.0
4497,575000.0,85749,-110.737988,32.263461,1.0,5364.14,2006,4,4.0,3040.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: yes",2.0,"Carpet, Ceramic Tile, Wood",0.0
4498,568000.0,85750,-110.856652,32.320625,0.4,5205.83,1987,5,4.0,3280.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Ceramic Tile, Laminate",38.55
4499,543000.0,85750,-110.865424,32.2978,0.72,4772.0,1988,4,3.0,2742.0,3.0,"Dishwasher, Garbage Disposal, Appliance Color: Stainless, Microwave: stainless",2.0,"Carpet, Natural Stone, Wood",30.0
4501,558000.0,85750,-110.852921,32.321666,0.15,4848.43,1998,3,3.0,2191.0,2.0,"Dishwasher, Electric Range, Appliance Color: Black",1.0,"Carpet, Ceramic Tile",107.0
4502,565000.0,85737,-110.997849,32.421307,0.18,6150.13,2005,5,5.0,4581.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: Built In, Oven: Built-in",1.0,"Carpet, Ceramic Tile",44.0
4503,546000.0,85712,-110.87639,32.262883,0.31,6603.06,1991,3,3.0,2429.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",2.0,Ceramic Tile,33.0
4504,567000.0,85704,-110.990132,32.31739,0.86,8146.41,2008,5,5.0,4020.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Wall, Oven: Wall",2.0,"Carpet, Natural Stone",0.0
4505,550000.0,85718,-110.955382,32.311684,1.0,5474.39,1984,4,4.0,3269.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Wet Bar, Countertops: Granite, Microwave: Yes, Oven: Yes",1.0,"Carpet, Ceramic Tile, Wood",5.0
4506,565000.0,85718,-110.905893,32.28437,2.35,3121.71,1976,3,3.0,2645.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless",1.0,"Carpet, Ceramic Tile, Concrete",0.0
4508,553000.0,85749,-110.751977,32.272649,1.0,4582.68,1987,4,5.0,4518.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Reverse Osmosis, Countertops: granite, Microwave: built in, Oven: yes",2.0,"Carpet, Ceramic Tile, Concrete",0.0
4512,550000.0,85718,-110.910695,32.319105,0.16,6353.19,2004,3,3.0,2462.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven",1.0,"Carpet, Ceramic Tile",157.0
