,Price,Zip,Longitude,Latitude,Acres,Tax,Year_built,Bedrooms,Bathrooms,Sqrt_ft,Garage,Kitchen,Fire_places,Floor,HOA
766,950000.0,85718,-110.914279,32.285927,1.47,11513.0,2005,5,5.0,4548.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",193.0
767,962495.0,85745,-111.074359,32.256525,3.41,8372.88,2004,4,4.0,3501.0,6.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Double",3.0,"Carpet, Ceramic Tile, Natural Stone",0.0
768,860000.0,85750,-110.87246,32.313232,1.95,12497.67,2007,5,5.0,4750.0,4.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3.0,Natural Stone,44.0
770,975000.0,85718,-110.939977,32.338549,1.01,10419.0,1999,4,4.0,3861.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Mexican Tile",157.0
771,912000.0,85718,-110.882397,32.333899,3.35,9175.0,1980,4,3.0,5245.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Natural Stone",142.0
772,980000.0,85718,-110.942364,32.338822,0.89,11975.82,2001,4,4.0,4397.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite",4.0,"Carpet, Natural Stone",157.33
773,959000.0,85749,-110.768984,32.306773,4.0,9391.0,1998,5,5.0,6291.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Reverse Osmosis, Appliance Color: Stainless, Microwave: Wall, Oven: Wall",4.0,"Carpet, Mexican Tile",54.16
774,975000.0,85718,-110.952477,32.314963,0.81,8725.3,2008,4,5.0,4391.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite/wood, Microwave: Microwave, Oven: Oven",3.0,"Mexican Tile, Natural Stone, Wood, Other: studio laminate",0.0
775,1007583.0,85719,-110.938306,32.243724,0.21,0.0,2018,3,3.0,3002.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz",1.0,"Carpet, Wood, Other: Porcelain/Engineered",125.0
776,970000.0,85718,-110.925584,32.304243,1.17,8773.05,2008,4,4.0,4200.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",5.0
777,840000.0,85748,-110.730013,32.236348,4.0,8570.57,2007,5,5.0,4306.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",0.0
779,935000.0,85718,-110.878974,32.335237,5.88,7365.0,1981,4,4.0,4638.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Ceramic Tile, Concrete, Natural Stone, Wood",258.0
780,900000.0,85718,-110.955649,32.350903,5.1,16643.1,1966,5,5.0,7571.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Concrete, Natural Stone, Wood, Other",0.0
781,950000.0,85750,-110.837046,32.317722,0.49,10592.88,1993,4,5.0,4589.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Natural Stone",142.0
782,1075000.0,85718,-110.92597,32.303525,2.37,6686.0,1969,4,4.0,4361.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Mexican Tile, Wood",5.0
783,950000.0,85750,-110.833401,32.316853,1.3,8098.0,2008,4,4.0,4547.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",9.0
784,980000.0,85755,-110.961253,32.474047,1.46,9424.58,2005,4,4.0,4497.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",145.0
785,980000.0,85750,-110.833959,32.321185,0.61,8246.0,1998,4,4.0,3466.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",117.0
786,940000.0,85658,-111.060698,32.461011,1.28,13090.0,2007,4,6.0,4236.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",148.0
787,999000.0,85718,-110.898046,32.284422,1.34,9243.89,2006,4,5.0,4838.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",0.0
789,980000.0,85715,-110.860122,32.263208,0.68,7977.18,1979,5,4.0,4061.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile",48.0
790,985000.0,85750,-110.842962,32.329929,1.74,13502.13,1996,4,5.0,5188.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",1.0,"Concrete, Mexican Tile, Wood",142.0
791,915000.0,85737,-111.026605,32.411687,3.31,2665.29,2018,4,5.0,3436.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Wolf, Oven: Wolf",1.0,Concrete,0.0
792,950000.0,85718,-110.94533,32.315039,0.8,4260.91,1998,4,6.0,4245.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Range",0.0,"Natural Stone, Wood",5.0
794,998000.0,85750,-110.871721,32.326191,0.84,8052.0,1988,4,6.0,5513.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,"Carpet, Ceramic Tile, Natural Stone",25.0
795,998000.0,85755,-110.961238,32.466766,1.18,9404.05,2008,4,5.0,4627.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Natural Stone",199.0
796,984000.0,85749,-110.771889,32.303718,3.38,11017.0,1995,6,5.0,6902.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone, Wood",50.0
797,925000.0,85749,-110.707854,32.26623,3.3,8550.1,1985,4,5.0,5407.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Slab Granite",3.0,"Carpet, Natural Stone",120.0
798,1100000.0,85614,-110.976626,31.837736,3.55,8869.13,2000,5,4.0,5787.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Microwave: Built In, Oven: Double",2.0,"Carpet, Ceramic Tile",0.0
800,972877.0,85719,-110.939406,32.243494,0.21,0.0,2018,3,3.0,3002.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz",1.0,"Carpet, Other: Porcelain",125.0
801,970000.0,85742,-111.026605,32.415574,3.31,12012.2,2008,3,4.0,4526.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",130.0
802,987500.0,85755,-110.967167,32.462871,1.16,9509.54,2000,5,6.0,5014.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Natural Stone, Wood",83.0
803,937650.0,85739,-110.860806,32.55082,0.42,5557.36,2005,4,4.0,4020.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Butler, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Monogram, Oven: Double - GE Monogram",2.0,"Carpet, Ceramic Tile",170.0
804,935000.0,85755,-110.969466,32.460571,0.92,10335.2,1997,5,5.0,4895.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",100.0
805,975000.0,85658,-111.086658,32.464426,0.67,11467.5,2006,4,4.0,4394.0,3.0,"Dishwasher, Double Sink, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3.0,"Carpet, Natural Stone",113.0
806,945000.0,85718,-110.934431,32.346324,0.85,8041.39,2013,4,4.0,3351.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Natural Stone",100.0
807,975000.0,85750,-110.833392,32.316842,1.3,10022.98,2008,5,4.0,4631.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless GE, Oven: Double Stainless",1.0,"Carpet, Ceramic Tile",17.0
808,975000.0,85737,-110.988367,32.404524,0.82,9245.47,2002,3,4.0,4264.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Wood, Other",51.0
809,945000.0,85718,-110.952625,32.345713,3.02,12327.0,2006,4,4.0,4614.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",153.0
810,890000.0,85718,-110.94062,32.347876,1.23,11318.66,2004,4,5.0,4143.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",160.0
811,980000.0,85718,-110.927327,32.288646,2.1,10541.0,2004,5,5.0,4778.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Natural Stone, Wood",0.0
812,975000.0,85737,-110.976402,32.409208,3.36,11360.0,2005,5,4.0,3870.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",137.0
813,975000.0,85755,-110.994294,32.463693,0.95,13211.71,2007,4,5.0,3808.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",167.0
814,985000.0,85749,-110.734002,32.25735,1.07,1083.48,2015,5,5.0,4700.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",125.0
815,980000.0,85718,-110.90684,32.325209,0.85,9113.0,2004,5,4.0,4927.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",0.0
816,945000.0,85750,-110.833305,32.322167,0.33,8168.0,1989,4,4.0,3597.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Wood",135.0
818,970000.0,85749,-110.726315,32.292524,3.38,7958.15,1992,3,4.0,4946.0,6.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Concrete, Natural Stone",0.0
820,950000.0,85716,-110.922674,32.223156,0.59,11456.0,1977,4,5.0,4068.0,2.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Mexican Tile, Natural Stone",0.0
821,1020000.0,85755,-110.966173,32.461848,1.4,11089.19,1997,5,5.0,5053.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5.0,"Carpet, Mexican Tile, Natural Stone",75.0
822,915000.0,85750,-110.861663,32.324043,0.4,2299.9,2017,4,4.0,4331.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",3.0,Ceramic Tile,43.0
823,925000.0,85750,-110.843547,32.323168,0.55,8391.0,2001,3,3.0,3479.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,Mexican Tile,116.0
824,942300.0,85658,-111.056117,32.480044,3.68,13711.0,2003,4,4.0,4147.0,4.0,"Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",143.0
825,950000.0,85718,-110.944669,32.338396,1.19,9834.0,2001,3,3.0,3358.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile",159.0
826,800000.0,85718,-110.920262,32.297649,1.02,6556.0,1994,3,5.0,3415.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Concrete,133.0
827,925000.0,85718,-110.931846,32.342669,1.36,9203.0,2006,4,3.0,3874.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",110.0
828,850000.0,85712,-110.871168,32.261952,6.0,7197.0,1970,2,4.0,3524.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",4.0,"Carpet, Ceramic Tile, Mexican Tile",0.0
830,955000.0,85750,-110.845824,32.326148,0.42,7647.16,2000,4,5.0,4116.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",123.0
831,950000.0,85715,-110.856848,32.257695,0.75,9852.0,1960,5,4.0,5492.0,2.5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",78.0
832,950000.0,85718,-110.876369,32.327888,1.24,7226.51,1974,4,4.0,5482.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",141.0
833,956000.0,85749,-110.734958,32.258158,0.83,1043.64,2016,4,5.0,4654.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",42.0
834,965000.0,85719,-110.936218,32.226357,0.17,3001.0,2017,4,3.0,3183.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete",0.0
835,950000.0,85718,-110.931612,32.335184,4.21,5973.99,1995,4,4.0,3455.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile, Natural Stone",84.0
836,965000.0,85755,-111.008139,32.469016,1.03,2699.0,2017,4,4.0,4158.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,Natural Stone,194.0
837,867000.0,85718,-110.921063,32.341104,1.7,17103.79,1989,3,6.0,7277.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Corian",3.0,"Carpet, Wood",609.0
838,975000.0,85742,-111.031812,32.408755,3.35,9512.45,2007,5,5.0,4255.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless",2.0,"Carpet, Ceramic Tile, Concrete, Other: Brick inlayed",50.0
840,1005000.0,85750,-110.860977,32.324159,0.32,11089.21,2005,5,5.0,5277.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Oven: Dacor",4.0,"Carpet, Natural Stone",26.0
841,995000.0,85658,-111.05239,32.478565,2.03,19349.43,2007,4,5.0,5143.0,5.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite",5.0,"Ceramic Tile, Wood",143.0
842,970000.0,85755,-110.988618,32.460448,1.18,12713.03,2009,4,5.0,3764.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",1.0,"Carpet, Natural Stone",194.0
844,955000.0,85737,-110.982187,32.383653,1.68,7391.41,2002,4,5.0,4084.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: built in, Oven: mutiple",2.0,"Carpet, Ceramic Tile, Natural Stone, Wood",6.0
845,900000.0,85755,-110.962112,32.468321,1.17,11100.3,1999,4,4.0,3789.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Viking",3.0,"Carpet, Other: Flagstone",184.0
846,975000.0,85718,-110.933873,32.33553,1.71,8772.6,1991,4,4.0,4515.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",2.0,"Natural Stone, Wood",0.0
847,940000.0,85718,-110.914768,32.294483,1.62,9580.0,1992,5,4.0,4736.0,3.0,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Countertops: Corian, Microwave: KitchenAid, Oven: KitchenAid",3.0,"Carpet, Ceramic Tile, Mexican Tile",0.0
848,1110000.0,85750,-110.838149,32.316401,0.56,8666.0,1997,4,3.0,3415.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Countertops: Quartz, Microwave: Microwave, Oven: Oven",1.0,"Carpet, Other: Porcelain",142.0
849,965000.0,85745,-111.069813,32.241655,3.09,10577.34,2005,5,5.0,4542.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Oven: Double Convection",3.0,Concrete,97.0
850,960750.0,85718,-110.939977,32.338546,1.01,9945.5,1999,4,4.0,3875.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double Oven",4.0,"Carpet, Mexican Tile",157.0
851,985000.0,85718,-110.927732,32.288342,1.23,8577.48,2016,4,4.0,3602.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Microwave: stainless, Oven: stainless",2.0,"Carpet, Ceramic Tile, Natural Stone",0.0
852,900000.0,85755,-110.986178,32.475395,2.93,9215.41,2013,3,3.0,2527.0,3.0,"Dishwasher, Gas Range, Refrigerator",0.0,"Carpet, Ceramic Tile",213.88
853,930000.0,85750,-110.86608,32.324406,0.56,9237.33,2000,4,4.0,4239.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Wet Bar, Appliance Color: Stainless, Oven: Oven",4.0,"Carpet, Natural Stone",41.0
854,963000.0,85750,-110.833364,32.31656,1.26,8967.53,2007,4,4.0,4586.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: .",2.0,"Carpet, Ceramic Tile",16.0
855,965000.0,85750,-110.861296,32.326569,0.54,11525.14,2011,5,5.0,4880.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: KitchenAid, Oven: KitchenAid",3.0,"Carpet, Ceramic Tile",43.0
856,960000.0,85750,-110.859257,32.324449,1.21,8534.98,1990,5,5.0,5631.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Built in, Oven: Range",2.0,"Ceramic Tile, Vinyl, Wood",43.0
857,925000.0,85718,-110.915201,32.283352,0.67,8641.0,2006,4,4.0,3832.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Other, Countertops: Granite, Oven: Wolf",4.0,"Carpet, Natural Stone",54.0
858,860000.0,85750,-110.85195,32.27655,1.0,5812.86,2001,4,4.0,4492.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",0.0
859,950000.0,85718,-110.940455,32.340862,0.98,12918.38,2005,4,5.0,4700.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Natural Stone, Wood",160.0
861,947500.0,85737,-110.97832,32.404913,3.3,2584.0,2017,6,6.0,4074.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",2.0,Ceramic Tile,138.0
863,880290.0,85749,-110.702035,32.272471,2.52,9449.62,1984,3,4.0,4245.0,2.0,"Compactor, Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Almond, Countertops: Corian",3.0,"Carpet, Mexican Tile",187.0
864,950000.0,85750,-110.831356,32.323065,1.04,11074.0,1991,4,4.0,5479.0,3.5,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Black, Countertops: granite, Microwave: Built In, Oven: built in",4.0,"Carpet, Ceramic Tile, Wood",67.0
865,900000.0,85641,-110.67088,32.099196,1.66,11967.0,2006,5,6.0,5981.0,6.0,"Desk, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: KitchenAid, Oven: KitchenAid",5.0,"Ceramic Tile, Concrete, Natural Stone",83.33
866,947500.0,85718,-110.926424,32.325094,0.97,5611.0,2004,5,5.0,4488.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",11.0
867,987000.0,85750,-110.868108,32.320233,1.13,5612.51,1999,3,3.0,3525.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",58.0
868,989000.0,85737,-110.948316,32.399467,0.81,8399.2,2008,3,4.0,3306.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Concrete,71.0
869,950000.0,85750,-110.861336,32.323863,0.36,9948.75,2004,5,4.0,4084.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Natural Stone",26.0
870,965000.0,85750,-110.869593,32.326648,0.8,6892.78,2000,5,4.0,4030.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",39.0
871,1018000.0,85718,-110.901538,32.326447,0.67,11087.99,1999,5,5.0,5917.0,4.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: wolf",1.0,"Carpet, Ceramic Tile, Concrete",0.0
872,935000.0,85718,-110.932266,32.300085,1.1,7306.76,2018,4,4.0,3552.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Built In",2.0,"Carpet, Natural Stone",0.0
873,907000.0,85715,-110.86202,32.264009,0.5,6916.0,1960,4,4.0,4446.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile, Natural Stone, Wood",144.0
876,865000.0,85704,-110.983975,32.37596,4.3,7604.0,1986,4,3.0,4101.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Ceramic Tile,0.0
877,965000.0,85718,-110.924531,32.309581,1.37,7450.0,1997,4,3.0,3806.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,"Mexican Tile, Natural Stone",195.0
878,985000.0,85718,-110.950004,32.348405,1.8,10629.0,2006,4,4.0,3642.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,Concrete,172.0
879,900000.0,85750,-110.860853,32.32473,0.3,6490.0,2000,5,4.0,4497.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Ceramic Tile",52.0
880,900000.0,85718,-110.861366,32.325063,0.3,6334.0,2002,5,3.0,4402.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",4.0,"Carpet, Ceramic Tile",56.0
